,F12\TXT.DOC
TXT NO.,COMMENT
TXT0,CONFIGURATION AEM CARD RACK 0-1 CW0 ----> CW9
TXT1,CONFIGURATION AEM CARD RACK 0-1 CW10 ---> CW19
TXT2,CONFIGURATION AEM CARD RACK 0-3 CW20 ---> CW29
TXT3,CONFIGURATION AEM CARD RACK 0-4 CW30 ---> CW39
TXT4,CONFIGURATION AEM CARD RACK 0-5 CW40 ---> CW49
TXT5,CONFIGURATION AEM CARD RACK 0-6 CW50 ---> CW59
TXT6,CONFIGURATION AEM CARD RACK 0-7 CW60 ---> CW69
TXT7,CONFIGURATION AEM CARD RACK 0-7 CW70 ---> CW79
TXT8,CONFIGURATION AEM CARD RACK 4-0 CW100 --> CW109
TXT9,CONFIGURATION AEM CARD RACK 4-1 CW110 --> CW119
TXT10,CONFIGURATION AEM CARD RACK 4-2 CW120 --> CW129
TXT11,CONFIGURATION AEM CARD RACK 4-3 CW130 --> CW139
TXT12,CONFIGURATION AEM CARD RACK 4-4 CW140 --> CW149
TXT13,CONFIGURATION AEM CARD RACK 4-5 CW150 --> CW159
TXT14,CONFIGURATION AEM CARD RACK 4-6 CW160 --> CW169
TXT15,
TXT16,
TXT17,CONFIGURATION AEM 811 RACK 6-0 CW300
TXT18,CONFIGURATION AEM 811 RACK 6-1 CW350
TXT19,CONFIGURATION AEM 811 RACK 6-2 CW400
TXT20,
TXT21,
TXT22,
TXT23,
TXT24,
TXT25,
TXT26,
TXT27,
TXT28,
TXT29,
TXT30,REGISTER FOR CONFIGURATION SCM 2244
TXT31,REGISTER FOR TRANSFER VALUES TO CONNER
TXT32,
TXT33,
TXT34,
TXT35,
TXT36,
TXT37,
TXT38,
TXT39,
TXT40,CONFIGURATION SCM 2222 RACK 0-0
TXT41,EXCHANGE TABLE FOR COMMUNICATION RACK 0-0
TXT42,
TXT43,
TXT44,
TXT45,
TXT46,
TXT47,
TXT48,
TXT49,
TXT50,
TXT51,
TXT52,
TXT53,
TXT54,
TXT55,
TXT56,
TXT57,
TXT58,
TXT59,
TXT60,
TXT61,
TXT62,
TXT63,
TXT64,
TXT65,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
